Unnamed: 0,shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival," ""Result""",conflict_type,conflict_severity,conflict_date,conflict_region,weather_location,weather_range,weather_azimuth
9706.0,3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,PINEY GROVE,1.03,NNE
,1064,CHAPPEL,40.06,-82.4,MT BULLION,37.4774,-120.0541,2023-01-01,Sea,601,2363.88,2023-01-18,,Strike,High,2023-01-07,Nigeria,CALDWELL,0.78,SSE
3657.0,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,FOLLY BEACH,3.05,WSW
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,FREE UNION,2.53,SSE
,3407,SERENA,39.365,-80.37,BLOOMFIELD,39.5636,-81.2089,2023-01-01,Air,785,3647.62,2023-01-08,,Strike,High,2023-01-07,Nigeria,LEITH,0.19,SW
8905.0,2933,ZION LODGE,25.5783,-80.62,WINTERSVILLE,40.39,-80.7,2024-08-01,Sea,5179,8269.66,2024-08-20,,Armed Conflict,Moderate,2024-08-10,Pakistan,BIG COPPITT KEY,3.43,WNW
,3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,OWENS,0.54,W
,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,JUDSON,1.19,W
,756,WHITE SULPHUR SPGS,32.0295,-94.36,HERMITAGE,34.28,-85.04,2024-07-01,Land,4050,6623.08,2024-07-29,,Civil Unrest,Low,2024-06-29,Ethiopia,PAULS STORE,2.85,W
13275.0,4068,WALAPAI,36.0559,-94.899,HAPPY HOME,36.499,-79.6346,2023-04-01,Land,5385,9359.16,2023-04-13,,Political Protest,High,2023-04-08,Pakistan,BLUE EYE,4.23,W
,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,OAKBORO,3.59,SE
8044.0,2715,RALPH,35.2879,-80.8123,(DPG)MICHAEL AAF DUG,40.1569,-112.8937,2024-09-01,Air,7603,1828.92,2024-09-20,,Strike,High,2024-08-24,Ethiopia,ROAN MTN,9.5,NNE
4658.0,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,RED HILL,2.72,E
,2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,MANSFIELD,2.23,NE
9102.0,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,DEL RIO,2.0,E
15181.0,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,WOODBINE,0.69,S
14863.0,4781,BARCELONETA,34.8,-82.23,BLAKELY,31.3411,-84.93,2024-02-01,Sea,2280,989.21,2024-02-07,,Political Protest,High,2024-02-01,India,CROSWELL,0.69,S
,4560,RICHFIELD,38.506,-81.8128,SHILLING,36.3448,-119.9788,2023-01-01,Sea,4177,6274.3,2023-01-10,,Strike,High,2023-01-07,Nigeria,PLANTSVILLE,1.12,E
3414.0,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,BARTON,0.58,W
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,(GSO)GREENSBORO RGNL,2.17,ENE
,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,LANGLEY,0.54,SE
,4793,POCATELLO,36.06,-84.31,KEMP MILL,39.0159,-77.0177,2023-09-01,Sea,3054,3884.5,2023-09-04,,Political Protest,Moderate,2023-08-30,India,MELDRUM,0.49,WSW
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,GUILFORD,0.25,WNW
3458.0,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,DE BRUCE,1.52,NE
,657,(ELP)EL PASO INTL AR,36.6139,-91.1,GALESTOWN,38.56,-75.72,2023-07-01,Sea,9039,9327.81,2023-07-15,,Riots,Critical,2023-07-11,India,DIAMOND CITY,0.0,N
383.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,RECTORTOWN,4.7,NE
,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,JOSHUA,4.31,NNW
7584.0,2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,SMELTZER,2.47,WNW
,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,ROAN MTN,10.0,N
,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,CORNWELL,1.16,E
,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,LYNNWOOD,2.05,NE
,4478,LOWMAN,32.9773,-81.7213,BROMMERSTOWN,40.61,-76.17,2023-07-01,Air,4024,8232.89,2023-07-05,,Border Skirmish,Critical,2023-07-09,Ukraine,PEACH ORCHARD,2.09,W
,2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,ATHENS OHIO UNIV ARP,1.41,W
74.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,QUIOCCASIN,0.88,SW
,1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,JONESTOWN,0.49,NW
13786.0,4306,RONDOUT,39.9006,-94.0259,BIG OTTER,38.5956,-81.0543,2023-08-01,Air,8253,692.1,2023-08-16,,Political Protest,Low,2023-07-24,Myanmar,MALTA BEND,0.93,ESE
8205.0,2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,ACTON,2.33,W
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,MC KENNEY,2.21,E
,3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,MILLSAP,0.79,SE
,3831,(CPR)NATRONA CO ARPT,36.805,-94.5238,ROBERTSON FORK,35.3022,-86.9512,2023-02-01,Sea,6104,1474.84,2023-02-18,,Border Skirmish,Low,2023-01-23,Pakistan,HARWOOD,1.76,SW
,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,VALENTINE,0.9,SE
5412.0,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,PAISLEY,0.53,E
8519.0,2755,TOLEDO BEND RES NORT,33.9388,-98.7113,(NBC)MCAS BEAUFORT,32.49,-80.7,2024-04-01,Land,7361,8386.19,2024-04-20,,Political Protest,Moderate,2024-04-09,Ethiopia,LYTLE,0.86,SSW
3199.0,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,WILLIAMS,1.87,WSW
12596.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,EDENTON,1.03,ESE
13241.0,4068,WALAPAI,36.0559,-94.899,HAPPY HOME,36.499,-79.6346,2023-04-01,Land,5385,9359.16,2023-04-13,,Political Protest,High,2023-04-08,Pakistan,ROGERS,2.0,S
15263.0,4825,PANA,39.3505,-93.3,PRESTON,42.55,-75.6,2023-08-01,Land,8029,9202.42,2023-08-13,,Political Protest,Low,2023-07-24,Myanmar,CLARK CITY,2.2,SSE
,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,JONES SPGS,0.49,N
,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,HERNSBORO,1.38,S
,2755,TOLEDO BEND RES NORT,33.9388,-98.7113,(NBC)MCAS BEAUFORT,32.49,-80.7,2024-04-01,Land,7361,8386.19,2024-04-20,,Political Protest,Moderate,2024-04-09,Ethiopia,LAKE GRANBURY SOUTH,2.38,SSE
10690.0,3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,POOLVILLE,4.92,W
,3831,(CPR)NATRONA CO ARPT,36.805,-94.5238,ROBERTSON FORK,35.3022,-86.9512,2023-02-01,Sea,6104,1474.84,2023-02-18,,Border Skirmish,Low,2023-01-23,Pakistan,OLATHE,1.49,SSE
,566,KIROLI WOODS,34.8695,-90.94,OELRICHS,43.19,-103.0,2023-07-01,Land,8146,6417.22,2023-07-24,,Riots,Critical,2023-07-11,India,GREENBRIER,1.59,ESE
,1552,TORO,39.7802,-80.5248,HUME,36.7854,-118.9338,2023-01-01,Air,9948,1453.64,2023-01-12,,Strike,High,2023-01-07,Nigeria,WARNER,2.42,WSW
3337.0,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,ELLENBORO,3.73,ENE
12567.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,STERLING,1.82,NE
1536.0,445,LA SAL JCT ARPT,39.3703,-93.3,SEQUATCHIE,35.11,-85.59,2023-08-01,Air,847,4274.37,2023-08-27,,Political Protest,Low,2023-07-24,Myanmar,MILLARD,2.17,NE
,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,BRAND,1.04,WSW
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,FABER,1.03,E
,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,FREDERICK,0.0,N
8932.0,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,TOWNSEND,2.0,ENE
12192.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,REHOBOTH,2.13,NNE
6691.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,DUNN,5.52,ENE
,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,CROW CREEK,3.51,NE
,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,SKIPWITH,1.11,E
7064.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,ESMONT,3.62,WSW
10345.0,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,LOCUST HILL,2.52,W
5925.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,LANDRUM FAIRVIEW ARP,2.19,NE
14654.0,4703,CHILDS,36.52,-92.6259,TAMPICO,48.3089,-106.8248,2023-04-01,Air,80,9681.82,2023-04-21,,Political Protest,High,2023-04-08,Pakistan,RICHWOODS,2.12,W
7708.0,2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,DECATUR,0.69,N
,1064,CHAPPEL,40.06,-82.4,MT BULLION,37.4774,-120.0541,2023-01-01,Sea,601,2363.88,2023-01-18,,Strike,High,2023-01-07,Nigeria,KIRBY,1.51,WSW
148.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,HOCKLEY,0.88,NE
15150.0,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,TIOGA,2.15,SSW
13060.0,4060,BOYDVILLE,35.99,-81.3327,MT STERLING,43.33,-91.0,2024-09-01,Air,3818,8371.55,2024-09-20,,Strike,High,2024-08-24,Ethiopia,COFFEE RIDGE,1.49,NNW
1073.0,326,HOAG,38.42,-81.1764,CAMDEN,33.5852,-92.8357,2023-01-01,Air,9733,6142.83,2023-01-08,,Strike,High,2023-01-07,Nigeria,ELM GROVE,2.69,NNW
3009.0,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,GROVE HILL,1.91,SW
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,TEMPLETON,2.84,ENE
9356.0,2987,PURRYSBURG,37.2902,-91.18,PRINCETON,32.5758,-93.5152,2023-07-01,Sea,4801,9453.09,2023-07-30,,Riots,Critical,2023-07-11,India,HICKMAN,1.42,NW
1706.0,657,(ELP)EL PASO INTL AR,36.6139,-91.1,GALESTOWN,38.56,-75.72,2023-07-01,Sea,9039,9327.81,2023-07-15,,Riots,Critical,2023-07-11,India,HICKMAN,0.0,W
4635.0,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,WAYNESBORO,2.08,NNE
2714.0,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,WILLOW,1.56,SW
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,MILLBROOK,0.84,ESE
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,FRANKLINTON,1.71,SW
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,GREENBURY POINT (GBY),0.0,N
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,BUTNER,0.68,SW
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,YOUNGSVILLE,4.03,E
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,ADAMSVILLE,1.26,NE
,3518,PORT O'CONNOR,33.2939,-83.8191,CANOVA,38.6798,-77.4107,2023-07-01,Land,673,4166.89,2023-07-21,,Border Skirmish,Critical,2023-07-09,Ukraine,SUMNER,4.1,ENE
,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,BARTON,0.58,W
,2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,DIXIE,1.34,ESE
282.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,CROSS JCT,1.15,SSW
9228.0,2950,(ISN)SLOULIN FLD WIL,38.3,-80.2972,ENCINITAS,33.0334,-117.2522,2023-01-01,Land,1968,7686.84,2023-01-21,,Strike,High,2023-01-07,Nigeria,CALDWELL,1.1,WSW
6573.0,2269,KING,34.9848,-90.89,HOMINY,36.4135,-96.3924,2023-07-01,Land,296,9633.43,2023-07-09,,Riots,Critical,2023-07-11,India,(LIT)LITTLE ROCK ADA,0.0,N
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,FREE UNION,2.0,SSE
9280.0,2984,NEWARK,36.6386,-84.1671,VAITOGI,-14.3449,-170.7454,2024-02-01,Sea,4513,5522.07,2024-02-15,,Political Protest,High,2024-02-01,India,LENOIR CITY,0.0,N
4301.0,1112,CHEF MENTEUR,32.5443,-94.1547,SACRAMENTO,38.548,-121.4721,2023-03-01,Sea,7191,8593.4,2023-03-19,,Riots,Low,2023-02-19,Ethiopia,PRICE,0.59,W
11545.0,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,TUGGLE,2.9,WNW
9203.0,2950,(ISN)SLOULIN FLD WIL,38.3,-80.2972,ENCINITAS,33.0334,-117.2522,2023-01-01,Land,1968,7686.84,2023-01-21,,Strike,High,2023-01-07,Nigeria,LANGSVILLE,1.93,SSW
,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,SELICA,1.21,SSE
6385.0,1914,TIOGA,38.0229,-94.6432,CUSTER,43.73,-103.44,2023-09-01,Air,6925,6937.37,2023-09-26,,Armed Conflict,Moderate,2023-09-10,India,WALNUT GROVE,0.88,SW
10025.0,3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,FREE UNION,3.36,SSE
,1268,BRAYTONVILLE,37.67,-94.284,OXFORD,34.36,-89.53,2023-08-01,Sea,8088,8848.88,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,WHITE OAK,3.96,SE
,3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,BARNES,0.87,SW
,756,WHITE SULPHUR SPGS,32.0295,-94.36,HERMITAGE,34.28,-85.04,2024-07-01,Land,4050,6623.08,2024-07-29,,Civil Unrest,Low,2024-06-29,Ethiopia,LOGANSPORT,0.19,ENE
,4478,LOWMAN,32.9773,-81.7213,BROMMERSTOWN,40.61,-76.17,2023-07-01,Air,4024,8232.89,2023-07-05,,Border Skirmish,Critical,2023-07-09,Ukraine,TYBEE ISLAND,1.64,E
2882.0,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,WAYNESBORO,2.5,NNE
,3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,LITTLE DIXIE,0.88,NNE
1280.0,380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,I-75 AT EXIT 16,1.37,ESE
5501.0,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,MILLERS,0.17,SSW
14933.0,4793,POCATELLO,36.06,-84.31,KEMP MILL,39.0159,-77.0177,2023-09-01,Sea,3054,3884.5,2023-09-04,,Political Protest,Moderate,2023-08-30,India,CUMBERLAND GAP,0.5,W
2604.0,756,WHITE SULPHUR SPGS,32.0295,-94.36,HERMITAGE,34.28,-85.04,2024-07-01,Land,4050,6623.08,2024-07-29,,Civil Unrest,Low,2024-06-29,Ethiopia,CANALE,0.88,NE
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,JAMESTOWN CBIBS BUOY (44041),0.0,N
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,GORDONTOWN,1.78,NW
10813.0,3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,CORSICANA ARPT,0.99,E
12383.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,NORGE,1.65,E
8973.0,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,BAMBERG,0.27,WSW
,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,BRAND,0.89,SW
6283.0,1848,BRIDGEPORT,38.43,-80.48,ZION,37.97,-78.22,2024-08-01,Land,4597,237.51,2024-08-09,,Political Protest,Low,2024-08-01,India,GRAVEL SPGS,0.86,N
,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,PEACEFUL VLY,1.81,SW
6679.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,COKESBURY,2.85,ESE
12892.0,3872,HOOKER,36.5945,-93.02,ST ANTHONY,43.97,-111.6398,2024-08-01,Land,7576,9220.58,2024-08-08,,Strike,Low,2024-08-06,India,FIGURE FIVE,3.0,SSW
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,FRANKLINTON,0.62,WSW
12713.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,SANDY POINT (SPT),2.68,NNW
,1848,BRIDGEPORT,38.43,-80.48,ZION,37.97,-78.22,2024-08-01,Land,4597,237.51,2024-08-09,,Political Protest,Low,2024-08-01,India,MC CAULEY,0.32,NNW
3482.0,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,WILLIAMS,0.9,NW
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,BATESVILLE,1.32,SE
1813.0,726,BREAUX BRIDGE,33.4772,-98.78,NEWARK,42.4985,-89.2709,2024-04-01,Sea,4679,5902.8,2024-04-11,,Political Protest,Moderate,2024-04-09,Ethiopia,OLD GLORY,1.5,NW
15422.0,4924,SANTA RITA,34.7204,-84.2387,HOGES CHAPEL,37.3477,-80.6054,2023-07-01,Air,293,9342.58,2023-07-10,,Border Skirmish,Critical,2023-07-09,Ukraine,LATHAM,1.69,NNE
,3307,GOERING AIRSTRIP,31.0611,-96.6894,MIDWAY,37.9586,-86.2346,2024-07-01,Sea,2534,6717.81,2024-07-10,,Civil Unrest,Low,2024-06-29,Ethiopia,DUNAGAN STATION,1.18,W
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,MID BAY BUOY,2.65,S
1331.0,380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,ALAPAHA,3.8,WSW
7532.0,2354,THE GLEN,36.9781,-95.33,THOMPSON,38.97,-109.72,2024-08-01,Air,583,7881.55,2024-08-20,,Strike,Low,2024-08-06,India,WINFIELD,5.0,NE
