shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival," ""Result""",conflict_type,conflict_severity,conflict_date,conflict_region,weather_location,weather_range,weather_azimuth,origin_location_encoded,destination_location_encoded,conflict_severity_encoded,region_Ethiopia,region_India,region_Myanmar,region_Nigeria,region_Pakistan,region_South Sudan,region_Ukraine,mode_Air,mode_Land,mode_Sea,conflict_type_encoded,weather_azimuth_angle,weather_azimuth_sin,weather_azimuth_cos,weather_location_encoded,shipment_day,shipment_month,shipment_year,shipment_weekday,shipping_duration_days,arrival_day,arrival_month,arrival_year,arrival_weekday
2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,ETHEL,3.33,N,246,246,0,True,False,False,False,False,False,False,True,False,False,2,0.0,0.0,1.0,4,1,3,2023,2,24,25,3,2023,5
1268,BRAYTONVILLE,37.67,-94.284,OXFORD,34.36,-89.53,2023-08-01,Sea,8088,8848.88,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,PRAIRIE GROVE,0.0,N,78,78,0,False,False,True,False,False,False,False,False,False,True,0,0.0,0.0,1.0,11,1,8,2023,1,13,14,8,2023,0
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,BUTNER,1.39,NNW,557,557,0,False,True,False,False,False,False,False,True,False,False,0,337.5,-0.3826834324,0.9238795325,12,1,8,2024,3,11,12,8,2024,0
2933,ZION LODGE,25.5783,-80.62,WINTERSVILLE,40.39,-80.7,2024-08-01,Sea,5179,8269.66,2024-08-20,,Armed Conflict,Moderate,2024-08-10,Pakistan,ALLIGATOR REEF LIGHT,0.0,N,29,29,1,False,False,False,False,True,False,False,False,False,True,5,0.0,0.0,1.0,4,1,8,2024,3,19,20,8,2024,1
4060,BOYDVILLE,35.99,-81.3327,MT STERLING,43.33,-91.0,2024-09-01,Air,3818,8371.55,2024-09-20,,Strike,High,2024-08-24,Ethiopia,PITTMAN CENTER,2.0,S,205,205,2,True,False,False,False,False,False,False,True,False,False,1,180.0,1.224646799e-16,-1.0,21,1,9,2024,6,19,20,9,2024,4
4924,SANTA RITA,34.7204,-84.2387,HOGES CHAPEL,37.3477,-80.6054,2023-07-01,Air,293,9342.58,2023-07-10,,Border Skirmish,Critical,2023-07-09,Ukraine,JUDSON,1.19,W,224,224,3,False,False,False,False,False,False,True,True,False,False,4,270.0,-1.0,-1.836970199e-16,21,1,7,2023,5,9,10,7,2023,0
1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,CASKIE,0.34,SSW,286,286,2,True,False,False,False,False,False,False,False,False,True,1,202.5,-0.3826834324,-0.9238795325,6,1,9,2024,6,6,7,9,2024,5
2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,RANDOLPH,0.69,S,226,226,0,True,False,False,False,False,False,False,True,False,False,2,180.0,1.224646799e-16,-1.0,4,1,3,2023,2,15,16,3,2023,3
2715,RALPH,35.2879,-80.8123,(DPG)MICHAEL AAF DUG,40.1569,-112.8937,2024-09-01,Air,7603,1828.92,2024-09-20,,Strike,High,2024-08-24,Ethiopia,OAKBORO,3.66,SE,197,197,2,True,False,False,False,False,False,False,True,False,False,1,135.0,0.7071067812,-0.7071067812,24,1,9,2024,6,19,20,9,2024,4
804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,GROVE HILL,1.4,SSW,327,327,2,True,False,False,False,False,False,False,False,False,True,1,202.5,-0.3826834324,-0.9238795325,2,1,9,2024,6,11,12,9,2024,3
4703,CHILDS,36.52,-92.6259,TAMPICO,48.3089,-106.8248,2023-04-01,Air,80,9681.82,2023-04-21,,Political Protest,High,2023-04-08,Pakistan,POPLAR BLUFF,4.0,SW,243,243,2,False,False,False,False,True,False,False,True,False,False,0,225.0,-0.7071067812,-0.7071067812,4,1,4,2023,5,20,21,4,2023,4
1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,BARHAM,0.83,E,286,286,2,True,False,False,False,False,False,False,False,False,True,1,90.0,1.0,6.123233996e-17,14,1,9,2024,6,6,7,9,2024,5
3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,HESSTON,0.69,N,120,120,0,False,True,False,False,False,False,False,False,False,True,1,0.0,0.0,1.0,2,1,8,2024,3,19,20,8,2024,1
4793,POCATELLO,36.06,-84.31,KEMP MILL,39.0159,-77.0177,2023-09-01,Sea,3054,3884.5,2023-09-04,,Political Protest,Moderate,2023-08-30,India,MIDDLESBORO,1.08,NE,35,35,1,False,True,False,False,False,False,False,False,False,True,0,45.0,0.7071067812,0.7071067812,20,1,9,2023,4,3,4,9,2023,0
4703,CHILDS,36.52,-92.6259,TAMPICO,48.3089,-106.8248,2023-04-01,Air,80,9681.82,2023-04-21,,Political Protest,High,2023-04-08,Pakistan,(VIH)ROLLA/VICHY ARP,1.32,ENE,243,243,2,False,False,False,False,True,False,False,True,False,False,0,67.5,0.9238795325,0.3826834324,3,1,4,2023,5,20,21,4,2023,4
1914,TIOGA,38.0229,-94.6432,CUSTER,43.73,-103.44,2023-09-01,Air,6925,6937.37,2023-09-26,,Armed Conflict,Moderate,2023-09-10,India,WEAUBLEAU,2.14,SSE,80,80,1,False,True,False,False,False,False,False,True,False,False,5,157.5,0.3826834324,-0.9238795325,3,1,9,2023,4,25,26,9,2023,1
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,MC PHERSONVILLE,2.33,E,299,299,3,False,False,False,False,False,False,True,True,False,False,4,90.0,1.0,6.123233996e-17,6,1,7,2023,5,28,29,7,2023,5
309,BORDEN,37.6126,-93.6679,OCILLA,31.6,-83.25,2023-08-01,Air,4765,4857.54,2023-08-30,,Political Protest,Low,2023-07-24,Myanmar,BRYSON,3.7,SSW,67,67,0,False,False,True,False,False,False,False,True,False,False,0,202.5,-0.3826834324,-0.9238795325,11,1,8,2023,1,29,30,8,2023,2
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,ORANGEBURG,0.27,SSE,299,299,3,False,False,False,False,False,False,True,True,False,False,4,157.5,0.3826834324,-0.9238795325,51,1,7,2023,5,28,29,7,2023,5
1801,VALLE VISTA,37.4106,-91.33,GREENE,44.2052,-70.135,2023-08-01,Air,4678,1580.08,2023-08-20,,Political Protest,Low,2023-07-24,Myanmar,BUNCETON,4.0,SSE,33,33,0,False,False,True,False,False,False,False,True,False,False,0,157.5,0.3826834324,-0.9238795325,15,1,8,2023,1,19,20,8,2023,6
4680,EL PORTAL,36.1962,-81.8455,DOUGHERTY,34.4076,-96.9336,2024-09-01,Air,4799,4248.81,2024-09-10,,Strike,High,2024-08-24,Ethiopia,CHESTNUT RIDGE,1.31,ESE,226,226,2,True,False,False,False,False,False,False,True,False,False,1,112.5,0.9238795325,-0.3826834324,16,1,9,2024,6,9,10,9,2024,1
3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,NEWCASTLE,0.58,W,245,245,0,True,False,False,False,False,False,False,False,True,False,2,270.0,-1.0,-1.836970199e-16,4,1,3,2023,2,10,11,3,2023,5
1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,BLOOMINGTON,0.73,SW,286,286,2,True,False,False,False,False,False,False,False,False,True,1,225.0,-0.7071067812,-0.7071067812,24,1,9,2024,6,6,7,9,2024,5
1064,CHAPPEL,40.06,-82.4,MT BULLION,37.4774,-120.0541,2023-01-01,Sea,601,2363.88,2023-01-18,,Strike,High,2023-01-07,Nigeria,HIGGINSPORT,2.2,ENE,141,141,2,False,False,False,True,False,False,False,False,False,True,1,67.5,0.9238795325,0.3826834324,12,1,1,2023,6,17,18,1,2023,2
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,WILLIAMSBURG,0.55,E,557,557,0,False,True,False,False,False,False,False,True,False,False,0,90.0,1.0,6.123233996e-17,3,1,8,2024,3,11,12,8,2024,0
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,FRANKLINTON,1.23,NW,557,557,0,False,True,False,False,False,False,False,True,False,False,0,315.0,-0.7071067812,0.7071067812,48,1,8,2024,3,11,12,8,2024,0
2814,WARRENTON,37.33,-82.1991,KENNEBUNK LOWER VLG,43.38,-70.53,2023-09-01,Sea,9593,5455.27,2023-09-05,,Political Protest,Moderate,2023-08-30,India,HAYS,1.31,ESE,126,126,1,False,True,False,False,False,False,False,False,False,True,0,112.5,0.9238795325,-0.3826834324,1,1,9,2023,4,4,5,9,2023,1
3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,FARMVILLE,3.1,N,346,277,0,False,True,False,False,False,False,False,False,False,True,0,0.0,0.0,1.0,48,1,8,2024,3,24,25,8,2024,6
726,BREAUX BRIDGE,33.4772,-98.78,NEWARK,42.4985,-89.2709,2024-04-01,Sea,4679,5902.8,2024-04-11,,Political Protest,Moderate,2024-04-09,Ethiopia,ASPERMONT,0.39,N,162,162,1,True,False,False,False,False,False,False,False,False,True,0,0.0,0.0,1.0,6,1,4,2024,0,10,11,4,2024,3
3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,HAMPDEN SYDNEY,2.69,W,346,277,0,False,True,False,False,False,False,False,False,False,True,0,270.0,-1.0,-1.836970199e-16,30,1,8,2024,3,24,25,8,2024,6
326,HOAG,38.42,-81.1764,CAMDEN,33.5852,-92.8357,2023-01-01,Air,9733,6142.83,2023-01-08,,Strike,High,2023-01-07,Nigeria,GLOUSTER,1.26,ESE,113,113,2,False,False,False,True,False,False,False,True,False,False,1,112.5,0.9238795325,-0.3826834324,13,1,1,2023,6,7,8,1,2023,6
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,BANCO,0.44,NNW,774,774,0,False,True,False,False,False,False,False,False,True,False,0,337.5,-0.3826834324,0.9238795325,24,1,8,2024,3,14,15,8,2024,3
3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,LINCOLNVILLE,6.56,ESE,120,120,0,False,True,False,False,False,False,False,False,False,True,1,112.5,0.9238795325,-0.3826834324,4,1,8,2024,3,19,20,8,2024,1
3285,COTTON GIN,38.7128,-80.4096,CORONA,33.87,-117.58,2023-01-01,Sea,1325,3732.88,2023-01-12,,Strike,High,2023-01-07,Nigeria,LEITH,0.24,SW,85,85,2,False,False,False,True,False,False,False,False,False,True,1,225.0,-0.7071067812,-0.7071067812,60,1,1,2023,6,11,12,1,2023,3
1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,GRATZ,1.19,E,221,221,2,False,False,False,True,False,False,False,False,False,True,1,90.0,1.0,6.123233996e-17,4,1,1,2023,6,14,15,1,2023,6
1848,BRIDGEPORT,38.43,-80.48,ZION,37.97,-78.22,2024-08-01,Land,4597,237.51,2024-08-09,,Political Protest,Low,2024-08-01,India,STANDARDSVILLE,2.47,NNW,204,204,0,False,True,False,False,False,False,False,False,True,False,0,337.5,-0.3826834324,0.9238795325,41,1,8,2024,3,8,9,8,2024,4
2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,DAMASCUS,1.32,ENE,70,70,3,False,True,False,False,False,False,False,False,True,False,2,67.5,0.9238795325,0.3826834324,44,1,7,2023,5,7,8,7,2023,5
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,DEL RIO,2.0,E,273,273,2,True,False,False,False,False,False,False,True,False,False,1,90.0,1.0,6.123233996e-17,18,1,9,2024,6,17,18,9,2024,2
2987,PURRYSBURG,37.2902,-91.18,PRINCETON,32.5758,-93.5152,2023-07-01,Sea,4801,9453.09,2023-07-30,,Riots,Critical,2023-07-11,India,BERKELEY,1.31,WNW,103,103,3,False,True,False,False,False,False,False,False,False,True,2,292.5,-0.9238795325,0.3826834324,5,1,7,2023,5,29,30,7,2023,6
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,ST GEORGE,0.58,W,299,299,3,False,False,False,False,False,False,True,True,False,False,4,270.0,-1.0,-1.836970199e-16,25,1,7,2023,5,28,29,7,2023,5
380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,BORDEAUX,2.69,SE,199,199,3,False,False,False,False,False,False,True,True,False,False,4,135.0,0.7071067812,-0.7071067812,9,1,7,2023,5,16,17,7,2023,0
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,RIDGEWAY,0.57,W,329,329,3,False,False,False,False,False,False,True,True,False,False,4,270.0,-1.0,-1.836970199e-16,5,1,7,2023,5,18,19,7,2023,2
2732,SPENCER,38.47,-87.926,PORT ARANSAS,27.8397,-97.0727,2023-09-01,Sea,4637,2833.62,2023-09-27,,Riots,Low,2023-09-06,India,HOPKINSVILLE ARPT,0.0,N,41,41,0,False,True,False,False,False,False,False,False,False,True,2,0.0,0.0,1.0,8,1,9,2023,4,26,27,9,2023,2
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,SUNSET HILLS,0.97,NE,774,774,0,False,True,False,False,False,False,False,False,True,False,0,45.0,0.7071067812,0.7071067812,6,1,8,2024,3,14,15,8,2024,3
1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,MULLINIX,1.14,SW,517,517,0,False,True,False,False,False,False,False,True,False,False,0,225.0,-0.7071067812,-0.7071067812,8,1,8,2024,3,12,13,8,2024,1
2987,PURRYSBURG,37.2902,-91.18,PRINCETON,32.5758,-93.5152,2023-07-01,Sea,4801,9453.09,2023-07-30,,Riots,Critical,2023-07-11,India,HICKMAN,0.0,N,103,103,3,False,True,False,False,False,False,False,False,False,True,2,0.0,0.0,1.0,6,1,7,2023,5,29,30,7,2023,6
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,WARMINSTER,2.65,NNW,774,774,0,False,True,False,False,False,False,False,False,True,False,0,337.5,-0.3826834324,0.9238795325,81,1,8,2024,3,14,15,8,2024,3
4924,SANTA RITA,34.7204,-84.2387,HOGES CHAPEL,37.3477,-80.6054,2023-07-01,Air,293,9342.58,2023-07-10,,Border Skirmish,Critical,2023-07-09,Ukraine,TEN MILE,1.8,NNW,224,224,3,False,False,False,False,False,False,True,True,False,False,4,337.5,-0.3826834324,0.9238795325,9,1,7,2023,5,9,10,7,2023,0
2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,PLEASANT HILL,1.57,SSW,213,213,2,False,False,False,True,False,False,False,False,True,False,1,202.5,-0.3826834324,-0.9238795325,5,1,1,2023,6,16,17,1,2023,1
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,GOUGH,0.96,SSE,329,329,3,False,False,False,False,False,False,True,True,False,False,4,157.5,0.3826834324,-0.9238795325,11,1,7,2023,5,18,19,7,2023,2
1268,BRAYTONVILLE,37.67,-94.284,OXFORD,34.36,-89.53,2023-08-01,Sea,8088,8848.88,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,OTTAWA,3.0,ENE,78,78,0,False,False,True,False,False,False,False,False,False,True,0,67.5,0.9238795325,0.3826834324,28,1,8,2023,1,13,14,8,2023,0
3831,(CPR)NATRONA CO ARPT,36.805,-94.5238,ROBERTSON FORK,35.3022,-86.9512,2023-02-01,Sea,6104,1474.84,2023-02-18,,Border Skirmish,Low,2023-01-23,Pakistan,HARTVILLE,4.65,S,163,163,0,False,False,False,False,True,False,False,False,False,True,4,180.0,1.224646799e-16,-1.0,2,1,2,2023,2,17,18,2,2023,5
4060,BOYDVILLE,35.99,-81.3327,MT STERLING,43.33,-91.0,2024-09-01,Air,3818,8371.55,2024-09-20,,Strike,High,2024-08-24,Ethiopia,OLDHAM,2.7,N,205,205,2,True,False,False,False,False,False,False,True,False,False,1,0.0,0.0,1.0,9,1,9,2024,6,19,20,9,2024,4
2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,(RBD)REDBIRD ARPT DA,0.0,N,226,226,0,True,False,False,False,False,False,False,True,False,False,2,0.0,0.0,1.0,4,1,3,2023,2,15,16,3,2023,3
2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,CORSICANA ARPT,1.19,W,246,246,0,True,False,False,False,False,False,False,True,False,False,2,270.0,-1.0,-1.836970199e-16,12,1,3,2023,2,24,25,3,2023,5
4356,SANDERSON,40.17,-92.94,CAROL BEACH,42.5409,-87.8149,2023-08-01,Sea,1436,6718.38,2023-08-18,,Political Protest,Low,2023-07-24,Myanmar,KAHOKA,0.33,SW,72,72,0,False,False,True,False,False,False,False,False,False,True,0,225.0,-0.7071067812,-0.7071067812,40,1,8,2023,1,17,18,8,2023,4
1357,OCEAN GROVE,37.4067,-93.53,KANNAPOLIS,35.49,-80.77,2023-08-01,Land,3421,4018.78,2023-08-18,,Political Protest,Low,2023-07-24,Myanmar,CHANUTE,2.2,SE,58,58,0,False,False,True,False,False,False,False,False,True,False,0,135.0,0.7071067812,-0.7071067812,21,1,8,2023,1,17,18,8,2023,4
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,ORGAINVILLE,2.59,NE,557,557,0,False,True,False,False,False,False,False,True,False,False,0,45.0,0.7071067812,0.7071067812,20,1,8,2024,3,11,12,8,2024,0
1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,BRAND,0.83,SW,286,286,2,True,False,False,False,False,False,False,False,False,True,1,225.0,-0.7071067812,-0.7071067812,22,1,9,2024,6,6,7,9,2024,5
3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,BATESVILLE,1.54,SE,346,277,0,False,True,False,False,False,False,False,False,False,True,0,135.0,0.7071067812,-0.7071067812,82,1,8,2024,3,24,25,8,2024,6
1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,BERRYVILLE,4.38,NE,517,517,0,False,True,False,False,False,False,False,True,False,False,0,45.0,0.7071067812,0.7071067812,24,1,8,2024,3,12,13,8,2024,1
4680,EL PORTAL,36.1962,-81.8455,DOUGHERTY,34.4076,-96.9336,2024-09-01,Air,4799,4248.81,2024-09-10,,Strike,High,2024-08-24,Ethiopia,DEWEY,2.0,E,226,226,2,True,False,False,False,False,False,False,True,False,False,1,90.0,1.0,6.123233996e-17,6,1,9,2024,6,9,10,9,2024,1
1405,MODOC,36.6357,-96.4,SENECA CREEK,39.3,-76.38,2023-09-01,Sea,8360,9467.44,2023-09-07,,Armed Conflict,Moderate,2023-09-10,India,BLACKSTONE MINE,0.72,N,154,154,1,False,True,False,False,False,False,False,False,False,True,5,0.0,0.0,1.0,3,1,9,2023,4,6,7,9,2023,3
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,RICHMOND,3.33,S,774,774,0,False,True,False,False,False,False,False,False,True,False,0,180.0,1.224646799e-16,-1.0,54,1,8,2024,3,14,15,8,2024,3
3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,THOMASVILLE,4.96,N,266,266,0,False,True,False,False,False,False,False,False,False,True,0,0.0,0.0,1.0,12,1,8,2024,3,22,23,8,2024,4
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,DORANGE,2.89,WSW,299,299,3,False,False,False,False,False,False,True,True,False,False,4,247.5,-0.9238795325,-0.3826834324,7,1,7,2023,5,28,29,7,2023,5
380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,CLYATTVILLE,0.59,W,199,199,3,False,False,False,False,False,False,True,True,False,False,4,270.0,-1.0,-1.836970199e-16,4,1,7,2023,5,16,17,7,2023,0
3111,SABLE,39.9,-80.628,MADISON,38.6748,-122.0033,2023-01-01,Sea,6035,9623.24,2023-01-10,,Strike,High,2023-01-07,Nigeria,BLOOMFIELD,0.73,SSW,90,90,2,False,False,False,True,False,False,False,False,False,True,1,202.5,-0.3826834324,-0.9238795325,90,1,1,2023,6,9,10,1,2023,1
3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,YADKIN,1.12,W,329,329,3,False,False,False,False,False,False,True,False,False,True,4,270.0,-1.0,-1.836970199e-16,3,1,7,2023,5,15,16,7,2023,6
3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,ELAM,1.3,ESE,346,277,0,False,True,False,False,False,False,False,False,False,True,0,112.5,0.9238795325,-0.3826834324,47,1,8,2024,3,24,25,8,2024,6
4213,REXBURG MDSN CO ARPT,36.18,-94.7089,ARTESIAN,33.2805,-92.4301,2023-04-01,Sea,6330,6707.05,2023-04-27,,Political Protest,High,2023-04-08,Pakistan,EDWARD,0.88,NE,169,169,2,False,False,False,False,True,False,False,False,False,True,0,45.0,0.7071067812,0.7071067812,2,1,4,2023,5,26,27,4,2023,3
2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,OWENSVILLE,1.24,WNW,213,213,2,False,False,False,True,False,False,False,False,True,False,1,292.5,-0.9238795325,0.3826834324,8,1,1,2023,6,16,17,1,2023,1
380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,ALAPAHA,3.8,WSW,199,199,3,False,False,False,False,False,False,True,True,False,False,4,247.5,-0.9238795325,-0.3826834324,1,1,7,2023,5,16,17,7,2023,0
2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,MAYSVILLE,1.08,SE,213,213,2,False,False,False,True,False,False,False,False,True,False,1,135.0,0.7071067812,-0.7071067812,16,1,1,2023,6,16,17,1,2023,1
989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,SUMMERVILLE,3.87,SSE,323,323,3,False,False,False,False,False,False,True,True,False,False,4,157.5,0.3826834324,-0.9238795325,4,1,7,2023,5,21,22,7,2023,5
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,DELLWOOD,1.78,NW,299,299,3,False,False,False,False,False,False,True,True,False,False,4,315.0,-0.7071067812,0.7071067812,4,1,7,2023,5,28,29,7,2023,5
1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,COVESVILLE,1.58,SSW,286,286,2,True,False,False,False,False,False,False,False,False,True,1,202.5,-0.3826834324,-0.9238795325,8,1,9,2024,6,6,7,9,2024,5
2755,TOLEDO BEND RES NORT,33.9388,-98.7113,(NBC)MCAS BEAUFORT,32.49,-80.7,2024-04-01,Land,7361,8386.19,2024-04-20,,Political Protest,Moderate,2024-04-09,Ethiopia,BRIAR,0.9,NW,134,134,1,True,False,False,False,False,False,False,False,True,False,0,315.0,-0.7071067812,0.7071067812,6,1,4,2024,0,19,20,4,2024,5
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,PIGEON FORGE,7.0,SW,273,273,2,True,False,False,False,False,False,False,True,False,False,1,225.0,-0.7071067812,-0.7071067812,19,1,9,2024,6,17,18,9,2024,2
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,BROAD RUN FARMS,1.44,NW,630,630,0,False,True,False,False,False,False,False,True,False,False,0,315.0,-0.7071067812,0.7071067812,21,1,8,2024,3,7,8,8,2024,3
