shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival, "Result"
1506,WICHITA,36.9158,-86.2781,CIDRA,18.1419,-66.1708,2024-08-01,Land,9220,6920.24,2024-08-30
1507,NEWBURGH,18.419,-98.6134,HALO,36.9027,-86.8004,2023-06-01,Sea,8810,6250.27,2023-06-22
1508,FRAZIER PARK,47.97,-76.45,KAHALUU,21.4758,-157.8465,2024-05-01,Sea,6250,4466.31,2024-05-12
1509,DEMPSEYTOWN,37.4211,-104.6337,OAKWOOD HILLS,30.76,-86.25,2024-01-01,Air,8375,2479.18,2024-01-23
1510,SENECA CREEK,39.0742,-146.1871,ST REMY,41.8527,-74.0055,2024-06-01,Sea,2111,4363.89,2024-06-26
1511,CHAPEL HILL,29.63,-81.08,MOUNTAIN SPGS,36.032,-115.7142,2023-09-01,Air,4428,8740.45,2023-09-18
1512,ORCHARD POND,41.4792,-69.3834,WHITEFLAT,34.0759,-100.8788,2024-05-01,Sea,3780,8383.98,2024-05-22
1513,LANGSVILLE,38.41,-97.33,COOKSVILLE,42.8321,-89.2359,2024-06-01,Air,8368,9419.67,2024-06-08
1514,PULLMAN,31.5671,-72.65,GRAND MARAIS LIGHT,46.6795,-85.972,2023-07-01,Sea,6172,3147.15,2023-07-16
1515,SACRAMENTO,35.2786,-92.57,LEBANON,33.12,-96.84,2023-06-01,Air,1845,3932.33,2023-06-07
1516,ARCADIA,41.1689,-102.3787,FOWLER,38.13,-104.02,2023-08-01,Land,4363,285.39,2023-08-16
1517,OCEAN GROVE,45.24,-86.17,PERSIMMON,34.9,-83.501,2024-05-01,Land,8237,9435.2,2024-05-09
1518,PANTEGO,35.809,-87.1063,NOBLE,35.173,-97.4059,2024-11-01,Air,4890,3360.96,2024-11-15
1519,GREENFIELD,38.9345,-86.412,KANEVILLE,41.8309,-88.4644,2023-06-01,Air,3776,4101.22,2023-06-12
1520,MALLETT,35.13,-80.8448,LAWNDALE,35.42,-81.56,2023-08-01,Land,309,9087.27,2023-08-18
1521,ELLIOT XRDS,34.2916,-120.5462,SLABTOWN,36.91,-82.1,2023-07-01,Sea,1291,5313.32,2023-07-24
1522,VAITOGI,35.47,-94.46,TURBOTVILLE,41.099,-76.8061,2024-06-01,Air,1893,5705.13,2024-06-18
1523,(MAF) MIDLAND INTL,33.9879,-92.48,DEVILS TOWER,44.5,-104.54,2023-07-01,Sea,5827,1844.71,2023-07-20
1524,FT ASHBY,35.0605,-85.6019,WILLIAMSON,33.1576,-84.3474,2024-02-01,Land,9754,5036.73,2024-02-08
1525,BUCKEYE MUNI ARPT,42.37,-100.87,WEBB,39.9696,-80.7827,2024-07-01,Land,2330,9190.27,2024-07-08
1526,GOVERNORS SQUARE MALL,40.547,-75.919,LONGBOAT KEY,27.47,-82.68,2023-06-01,Air,9197,5631.31,2023-06-28
1527,MARS HILL,38.698,-87.6472,(LND)HUNT FLD LANDER,42.82,-108.73,2024-06-01,Sea,7846,2625.65,2024-06-27
1528,ENON,37.5497,-119.6546,OAK HILL,34.0342,-94.8123,2023-03-01,Land,4617,408.69,2023-03-08
1529,AUGUSTA DANIEL ARPT,36.85,-91.4845,CHOWCHILLA ARPT,37.1089,-120.2319,2023-01-01,Sea,9350,3429.39,2023-01-24
1530,LAKE CHARLES,18.3766,-99.8983,HERNDON,39.27,-81.36,2024-05-01,Land,9784,5768.65,2024-05-17
1531,LAVACA,29.07,-83.65,SEMINOLE,32.7712,-102.5892,2023-06-01,Air,8622,521.87,2023-06-05
1532,NEW LONDON,46.8523,-100.67,HONCUT,39.3309,-121.5336,2025-02-01,Sea,1305,6136.95,2025-02-12
1533,UNION CITY,58.3584,-79.03,WHITEHOUSE,32.25,-95.24,2024-04-01,Sea,6512,5281.8,2024-04-17
1534,(UIN)QUINCY MUNI ARP,42.75,-91.06,KINGS MTN,35.24,-81.34,2023-08-01,Air,1708,7856.01,2023-08-30
1535,MEADOWS,39.2043,-86.3238,DORMONT,40.3929,-79.9935,2024-04-01,Air,2698,385.99,2024-04-18
1536,LE VERTE,47.2877,-111.6317,OREGON,42.93,-89.38,2023-04-01,Air,3421,7830.39,2023-04-07
1537,MARATHON,39.2955,-92.4079,(OGD)OGDEN MUNI ARPT,41.194,-112.0168,2024-05-01,Air,3479,5256.68,2024-05-26
1538,VALMEAD,40.82,-77.3774,MAYER,34.3917,-112.2995,2024-07-01,Land,9822,3768.24,2024-07-29
1539,ELMDALE,33.0259,-116.8385,LIBERTYVILLE,42.3238,-87.9432,2024-05-01,Sea,4910,9657.29,2024-05-09
1540,DORMANSVILLE,32.4,-93.52,LE ROY,40.35,-88.76,2023-04-01,Land,7670,1685.18,2023-04-17
1541,(MRB)SHEPHERD FLD MR,37.9478,-94.9513,CABLETON,42.41,-86.24,2024-08-01,Air,2982,5459.12,2024-08-08
1542,BLOOMING PRAIRIE,33.18,-82.5195,LINDEN,39.21,-94.59,2023-04-01,Land,5136,3277.72,2023-04-30
1543,LOMO,35.9878,-78.94,LEONARD,34.2385,-85.8029,2023-08-01,Land,9828,5322.12,2023-08-14
1544,BLAINE,30.39,-81.9902,AGUADA,18.3995,-67.1609,2024-05-01,Sea,6699,5567.53,2024-05-24
1545,SACKETS HARBOR,37.2307,-69.716,METZ,37.99,-94.51,2024-04-01,Sea,8169,985.54,2024-04-17
1546,BARNUM,40.7294,-76.7882,(POE)FT POLK AAF LEE,31.05,-93.2,2024-05-01,Sea,5033,6645.24,2024-05-10
1547,STANHOPE,38.9358,-77.37,ALLENVILLE,37.2111,-89.7671,2025-02-01,Air,2571,6381.37,2025-02-17
1548,FINCHER,31.976,-80.14,RIVERDALE,40.99,-74.31,2023-12-01,Air,2752,7717.73,2023-12-16
1549,ASHWOOD,41.0941,-124.0677,(GSO)GREENSBORO RGNL,36.0839,-79.9328,2023-09-01,Sea,68,997.52,2023-09-21
1550,DUNLAP,32.3,-95.78,MT PLEASANT,35.3025,-79.0511,2024-08-01,Land,2619,3042.86,2024-08-28
1551,ELDORADO,38.0988,-91.4928,MADISON,38.3842,-78.256,2024-01-01,Sea,833,6536.09,2024-01-05
1552,TORO,39.7802,-80.5248,HUME,36.7854,-118.9338,2023-01-01,Air,9948,1453.64,2023-01-12
1553,WINDTHORST,42.4187,-66.8212,HUMACAO,18.1137,-65.8018,2024-11-01,Land,464,6808.22,2024-11-14
1554,VEGA BAJA,38.8944,-74.1539,SILVER LAKE,43.4843,-93.3918,2024-08-01,Air,8605,684.36,2024-08-23
1555,GUILFORD,40.15,-122.1425,ARCOLA,40.1541,-75.461,2023-12-01,Sea,1153,3415.82,2023-12-29
1556,CATANO,40.7592,-75.55,PLEASANT VIEW,44.3043,-90.8307,2023-04-01,Sea,4941,8482.44,2023-04-14
1557,MEBANE HURDLE FLD AR,39.8935,-81.4136,(CYS)CHEYENNE AIRPORT,41.16,-104.79,2024-06-01,Land,5359,7765.48,2024-06-29
1558,CENTERVILLE,31.932,-79.9883,LUTCHER,30.0346,-90.7072,2024-09-01,Sea,1221,6483.13,2024-09-09
1559,CARPENTERS CORNERS,38.6438,-66.9978,ANITA,39.824,-121.9283,2024-02-01,Air,9940,8717.54,2024-02-04
1560,LONG GROVE,40.1,-119.0911,CANOVANAS,18.3861,-65.8697,2024-05-01,Air,8684,7121.77,2024-05-08
1561,OKETO,37.5047,-93.81,DERBY,37.56,-97.27,2024-07-01,Air,6458,5241.81,2024-07-25
1562,WESTVILLE,31.8287,-71.1122,TALMAGE,39.03,-97.33,2024-06-01,Land,4795,9799.2,2024-06-28
1563,BAHAMA BEACH,41.5999,-82.1341,NEW ORLEANS,29.95,-90.1,2024-07-01,Air,4611,6979.08,2024-07-17
1564,PRAIRIE GROVE,39.7081,-75.1783,ANTHONY,37.15,-98.03,2023-08-01,Sea,8222,6053.54,2023-08-28
1565,PENSACOLA,41.1378,-79.69,TOLONO,39.9702,-88.2333,2024-05-01,Land,6686,4147.82,2024-05-19
1566,LOVELAND,47.96,-89.38,SAN FERNANDO,34.2801,-118.4708,2023-02-01,Air,2639,9033.88,2023-02-12
1567,CHERAW,40.09,-77.05,PERRY,39.08,-95.39,2024-07-01,Air,9745,3027.52,2024-07-22
1568,TONGANOXIE,34.2655,-116.9442,IRVING PARK,41.95,-87.71,2023-06-01,Sea,5772,191.27,2023-06-23
1569,TOLONO,38.2401,-116.9924,SUNSET CRATER,35.2938,-111.5267,2024-08-01,Sea,772,2047.73,2024-08-11
1570,FAUBUSH,27.5928,-118.0142,SHY CORNER,44.4614,-70.1323,2023-05-01,Land,891,1184.22,2023-05-11
1571,CRYSTAL SPGS,43.5,-93.1561,BELLE FOURCHE AIRPORT,44.8,-104.03,2024-06-01,Air,2397,3258.04,2024-06-19
1572,GREGGTON,38.66,-101.7947,EBENEZER,37.34,-93.33,2023-09-01,Air,695,8276.2,2023-09-21
1573,(F39)SHERMAN-DENISON,36.7486,-89.69,MAYPORT NAS,30.39,-81.48,2023-01-01,Sea,8265,6550.14,2023-01-11
1574,CIMARRON,36.1485,-92.0044,VIEUX CARRE,29.9789,-90.1141,2023-09-01,Land,3322,1772.91,2023-09-26
1575,GILBERTSVILLE,44.059,-73.7748,HART,34.4234,-102.12,2023-05-01,Sea,56,7909.34,2023-05-12
1576,HENDERSONVILLE,36.3751,-93.7957,COMFORT,35.14,-85.77,2023-06-01,Sea,3751,5091.78,2023-06-08
1577,RIMLON,37.25,-96.45,GAS CITY,40.48,-85.55,2023-04-01,Land,9513,5175.87,2023-04-05
1578,CAGUAS,40.04,-80.81,VAIDEN,32.52,-87.37,2023-06-01,Air,5680,3684.91,2023-06-24
1579,SILVER CITY,37.2,-101.4149,BAYSIDE,40.836,-124.0754,2024-01-01,Air,2606,8659.7,2024-01-17
1580,LUDWIGS CORNER,36.87,-77.5632,SOUTH AMBOY JCT,40.4669,-74.2942,2023-09-01,Air,3004,3251.44,2023-09-21
1581,GRAND ISLE STATION (GISL1),42.22,-92.6429,CANANDAIGUA FLD,42.91,-77.32,2023-07-01,Land,7437,1031.98,2023-07-16
1582,PATOKA,32.7431,-82.497,BATESVILLE,35.7603,-91.641,2024-11-01,Land,6838,3097.02,2024-11-15
1583,OAK LEVEL,34.04,-66.8676,NAVARRO,39.1592,-123.5995,2024-12-01,Land,9841,7182.0,2024-12-18
1584,TRADESVILLE,34.32,-77.64,GOLDEN VALLEY,35.2376,-114.2368,2023-09-01,Land,9908,6610.06,2023-09-24
1585,LAUREL,35.4467,-119.7206,PEG,37.553,-82.2635,2024-07-01,Land,9303,1961.37,2024-07-18
1586,LIMERICK,35.232,-88.2027,CARYVILLE,30.79,-85.8,2024-01-01,Sea,4711,1206.66,2024-01-28
1587,BRUCEVILLE,34.79,-82.168,ROCK HALL ES (RKHAL),39.1184,-76.2471,2024-08-01,Air,3851,6642.57,2024-08-26
1588,PORT BARRE,37.0798,-113.9252,POMFRET LNDG,41.84,-71.95,2024-05-01,Land,5683,6796.13,2024-05-26
1589,NESBIT,36.77,-107.2384,PINSON,34.3632,-85.0632,2024-07-01,Air,7463,3724.88,2024-07-04
1590,SOUTH LUNENBURG,37.82,-86.5812,LAS VEGAS HNDRSN SKY,36.0082,-115.0786,2023-09-01,Land,1213,8443.73,2023-09-28
1591,WEST MILLS,45.41,-97.66,TRENTON ARPT,40.1769,-101.0638,2024-06-01,Air,1331,9784.23,2024-06-25
1592,OSTRANDER,34.6641,-84.8874,PORTSMOUTH,38.73,-82.99,2024-09-01,Sea,8237,2135.89,2024-09-10
1593,VONA,38.3252,-73.755,RED OAK,34.43,-93.03,2024-05-01,Air,9450,5812.98,2024-05-16
1594,NEWARK HOLLOW,38.1651,-70.4957,INDIAN RIVER ARPT,45.3821,-84.6272,2024-07-01,Air,352,152.93,2024-07-21
1595,DAYTON,32.5101,-83.2987,SAN JUAN,18.4194,-66.0661,2023-10-01,Land,8997,7159.24,2023-10-04
1596,THACH,34.9385,-122.9104,CHAPPAQUA,41.1552,-73.7642,2023-09-01,Air,4309,4201.39,2023-09-14
1597,RED STORE CROSSROADS,30.3666,-79.1466,GLENWOOD SPGS ARPT,39.483,-107.2798,2024-08-01,Sea,5813,2013.37,2024-08-16
1598,INMAN,18.333,-99.84,SUNBURY,40.8318,-76.7983,2023-07-01,Sea,9468,7547.0,2023-07-23
1599,EXETER,45.4139,-79.1508,JOHNSON BAYOU,29.9,-93.65,2024-12-01,Sea,8230,8125.42,2024-12-12
1600,ALEDO,31.27,-119.0567,KINNEY CORNERS,43.36,-76.57,2023-08-01,Land,7625,1200.55,2023-08-28
1601,BETHUNE,35.88,-95.8003,FLEMINGSBURG JCT,38.4409,-83.7787,2024-05-01,Land,9475,505.86,2024-05-19
1602,MADONNA,35.5899,-72.2967,CRAWFORD,43.0278,-91.1367,2023-04-01,Land,6028,3407.38,2023-04-14
1603,CLAYHILL,39.53,-85.01,SAN SEBASTIAN,18.3457,-66.997,2024-05-01,Land,9139,6297.31,2024-05-06
1604,CANYON,39.9893,-88.9397,KELLYTON,32.9814,-86.0423,2024-04-01,Land,6140,7954.85,2024-04-20
1605,BERLIN,37.0399,-98.97,GLENPOOL,35.979,-96.0,2024-08-01,Sea,8204,5506.02,2024-08-05
1606,(VIH)ROLLA/VICHY ARP,32.5467,-94.69,STATE COLLEGE,40.7865,-77.8509,2023-04-01,Air,8233,5849.41,2023-04-12
1607,VILANO BEACH,26.08,-99.75,HASTINGS,29.7165,-81.5192,2023-12-01,Sea,5730,8018.6,2023-12-12
1608,SHAWAN,46.3,-88.3564,AKIN,37.98,-88.75,2023-02-01,Land,6561,5335.55,2023-02-19
1609,GOOSES REEF BUOY (44062),36.75,-86.2198,GRAYS RIVER,46.3488,-123.5996,2024-12-01,Sea,3412,6150.43,2024-12-04
1610,HOWARDWICK,38.41,-91.7341,HUMPHREY,34.44,-92.19,2024-04-01,Air,9696,5210.55,2024-04-28
1611,ELLIOT XRDS,35.0531,-77.454,HARRELLS,34.7436,-78.1817,2024-08-01,Land,2062,8816.54,2024-08-20
1612,WHEELER,36.7185,-75.61,POINT LOOKOUT (PTL),38.1396,-76.314,2023-06-01,Sea,1150,2431.61,2023-06-13
1613,HEBRON,39.5834,-83.995,SLAUGHTERS,37.4956,-87.497,2025-02-01,Sea,9057,2713.54,2025-02-23
1614,BLUECREEK,41.0802,-73.7879,SCOTT CITY,38.55,-100.97,2023-05-01,Air,5154,1366.82,2023-05-08
1615,LODGEPOLE,38.3673,-93.3054,SELFRIDGE,46.0,-100.95,2024-08-01,Land,5665,8212.72,2024-08-11
1616,LOCKINGTON,36.4445,-99.68,SEWARD,40.41,-79.02,2023-04-01,Land,9562,4176.6,2023-04-16
1617,JEFF,46.55,-79.8586,HAMBY,32.5,-99.66,2024-08-01,Air,4552,3544.15,2024-08-24
1618,HACKBERRY,37.32,-78.5082,OKATON,43.9,-101.02,2024-07-01,Air,7673,9815.35,2024-07-08
1619,PEABODY,39.0598,-98.65,KEOTA,40.6337,-104.0691,2024-08-01,Air,4637,9275.35,2024-08-07
1620,GILBERTSVILLE ARPT,44.9757,-121.6144,MOONRIDGE,34.1671,-116.8093,2023-08-01,Air,9274,9722.68,2023-08-28
1621,LAWRENCE ARPT,40.163,-98.02,LYONS,38.35,-98.2,2023-07-01,Land,6087,1508.76,2023-07-11
1622,UNION SPGS,39.5461,-92.109,HAYSVILLE,37.6,-97.37,2024-06-01,Land,1205,8923.39,2024-06-28
1623,OAKLAND CITY,30.42,-81.02,TEN MILE,30.785,-89.155,2024-12-01,Sea,9342,3354.23,2024-12-26
1624,JUNCOS,40.2426,-122.2294,GUAYNABO,18.402,-66.1255,2023-10-01,Sea,1046,225.3,2023-10-10
1625,(HUF)HULMAN FLD TERE,35.9698,-111.8963,COLLINSVILLE,36.29,-95.83,2023-08-01,Sea,9677,3973.85,2023-08-08
1626,VALE,37.7012,-98.43,JEFFERSONVILLE,37.9604,-83.8716,2023-07-01,Land,5259,5141.04,2023-07-13
1627,COLQUITT,35.4049,-109.24,CUMBERLAND CITY,36.8,-85.07,2024-09-01,Land,2595,1171.38,2024-09-20
1628,KNOX,36.35,-77.4311,SCHUBERT,40.5,-76.22,2024-07-01,Land,3750,5423.01,2024-07-09
1629,WITTER,32.47,-86.97,MT TABOR,37.2797,-80.4211,2025-02-01,Sea,6815,8212.69,2025-02-13
1630,WELD CORNER,40.59,-81.5564,BIDWELL BAR,39.5054,-121.4503,2025-02-01,Air,5034,3838.74,2025-02-19
1631,ALBRIGHT,47.87,-89.5059,(DMA)DAVIS MONTHAN A,32.1955,-110.8926,2023-05-01,Air,403,3591.18,2023-05-25
1632,NEWBURGH,31.2507,-89.95,ROSATI,38.03,-91.53,2024-11-01,Air,2368,3454.22,2024-11-13
1633,ANDERSONVILLE,38.09,-99.65,POWHATTAN,39.8,-95.64,2024-06-01,Air,8980,9238.64,2024-06-07
1634,ATCHISON EARHART ARP,36.172,-71.6287,BALTIMORE KEY BRIDGE (FSKM2),39.22,-76.53,2024-12-01,Air,2569,582.71,2024-12-05
1635,MICCO,41.5134,-76.31,BALCH SPGS,32.7264,-96.6407,2024-04-01,Land,5477,4506.25,2024-04-04
1636,EVERMAN,31.1746,-77.19,BUTLER GRAHAM ARPT,40.78,-79.93,2023-04-01,Sea,4653,2719.53,2023-04-06
1637,SPRAGUEVILLE,36.9647,-81.9401,PLEASANT PLAINS,34.2418,-78.6771,2023-07-01,Air,8296,8948.69,2023-07-30
1638,WEST CITY,38.8902,-86.0147,BUNCH,35.6878,-94.7691,2024-08-01,Air,2134,1050.92,2024-08-16
1639,OCEANA,36.3295,-90.65,INDIANOLA,28.52,-96.4988,2024-06-01,Air,949,4173.28,2024-06-28
1640,BLUEFIELD,31.67,-76.7573,AVERILL,44.9434,-71.7352,2024-07-01,Land,8765,4127.48,2024-07-15
1641,LAIRD HILL,32.42,-78.9706,SANTA ROSA BEACH,30.37,-86.25,2024-01-01,Air,512,8895.1,2024-01-04
1642,ODESSA ECTOR CO ARPT,43.35,-91.4008,ASH FLAT,36.23,-91.61,2023-04-01,Sea,1551,2233.39,2023-04-24
1643,SHONGALOO,36.9224,-101.73,ELLETTSVILLE,39.2,-86.62,2023-06-01,Land,765,6484.46,2023-06-13
1644,CLARE,32.33,-85.91,REXBURG,43.82,-111.8402,2023-05-01,Land,5380,1430.62,2023-05-09
1645,VEGAN,40.8247,-89.0,(DLF)LAUGHLIN AFB DE,29.37,-100.84,2023-04-01,Land,7224,9544.36,2023-04-12
1646,COLONIA INDEPENDCIA,37.87,-90.35,MONTEVIEW,43.93,-112.53,2024-06-01,Air,3661,5970.85,2024-06-04
1647,SAVANNAH,33.0944,-74.1998,BLISSFIELD,40.4094,-81.9631,2024-04-01,Air,9230,6299.94,2024-04-15
1648,MULBERRY,36.7147,-81.29,FANCY FARM,36.7693,-88.7417,2023-03-01,Air,261,4394.36,2023-03-08
1649,CLYDE,40.7014,-78.8875,(RNO)CANNON ARPT REN,39.4465,-119.7987,2023-05-01,Air,7406,3488.6,2023-05-04
1650,STORY CITY,34.539,-94.3903,QUAY,36.1299,-96.7847,2023-05-01,Sea,803,2205.5,2023-05-05
1651,WALNUTTOWN,30.3553,-65.83,SYMSONIA,36.92,-88.52,2023-07-01,Land,3800,6079.48,2023-07-17
1652,CASEY,41.5051,-97.47,MUNFORD,33.5478,-85.9757,2023-08-01,Air,3272,9550.16,2023-08-05
1653,MANSFIELD,36.5429,-104.9444,SAN JUAN,18.4224,-66.0805,2024-08-01,Sea,485,3661.93,2024-08-30
1654,MORGAN CENTER,42.359,-95.13,VALDOSTA,30.8161,-83.2222,2024-11-01,Land,9477,8843.25,2024-11-08
1655,BOYERO,33.27,-80.693,PETTYS HILL,38.5356,-90.5096,2023-04-01,Land,9020,1572.89,2023-04-13
1656,QUINLAN,39.3309,-89.0143,ARMSTRONG,29.77,-81.48,2023-07-01,Land,4979,9367.65,2023-07-23
1657,WHITESBURG,36.4041,-87.5133,OKATON,43.89,-100.95,2023-05-01,Air,2010,3569.81,2023-05-09
1658,VEAZIE,33.62,-94.8858,SAN ANGELO,31.4599,-100.44,2023-05-01,Land,4322,3859.3,2023-05-08
1659,(FOE)FORBES FLD TOPE,41.36,-100.1,COTTONVILLE,34.45,-86.34,2024-08-01,Air,5863,4682.14,2024-08-05
1660,OLPE,36.8257,-80.22,DODGE CITY,37.79,-100.04,2023-07-01,Sea,1774,7210.62,2023-07-12
1661,DRAYTON,35.7922,-84.075,FT STOCKTON,30.87,-102.87,2024-06-01,Land,8427,7224.57,2024-06-13
1662,WAYNESBORO,43.5633,-84.76,STARR,41.54,-79.35,2024-10-01,Sea,1544,4847.93,2024-10-11
1663,REMERTON,33.02,-119.3062,GRASSY KEY,24.7669,-80.9586,2024-12-01,Air,2029,5279.21,2024-12-28
1664,LAKE POINSETT,44.5006,-89.2163,FREEBURG,38.871,-84.0304,2023-07-01,Air,5478,397.1,2023-07-30
1665,OAK,28.77,-90.2864,AUBURN,32.6037,-85.4864,2023-08-01,Air,4103,3112.54,2023-08-09
1666,CHEYENNE WELLS,38.41,-121.6933,MEDFORD,45.15,-90.33,2023-07-01,Land,8487,3525.57,2023-07-08
1667,ATCHAFALAYA,36.4293,-84.2609,BROWNING,36.9437,-86.5903,2025-02-01,Land,7210,5631.4,2025-02-24
1668,MT AIRY,30.3,-82.49,PRICETOWN,40.42,-75.83,2024-08-01,Sea,8625,5627.17,2024-08-21
1669,HOVEY,34.0898,-84.4764,EASTBOROUGH,37.71,-97.23,2024-05-01,Air,7259,7128.01,2024-05-30
1670,KANONA,35.54,-98.35,VAN ALSTYNE,33.4,-96.58,2023-03-01,Sea,334,7198.57,2023-03-23
1671,O FALLON,34.05,-82.021,CONE SPGS,34.9602,-113.6743,2023-03-01,Air,5133,2428.59,2023-03-21
1672,LEWISVILLE,39.29,-85.366,ONEONTA,33.9483,-86.4722,2023-08-01,Air,4044,7724.85,2023-08-05
1673,SEDAN,32.44,-89.31,ARLINGTON,38.8813,-77.1339,2024-04-01,Sea,8541,294.08,2024-04-15
1674,TACONITE,33.68,-77.5336,ORANGE MILLS,29.7156,-81.566,2024-07-01,Air,950,7190.0,2024-07-11
1675,BRIDGEPORT,44.1984,-123.2709,BALCH SPGS,32.72,-96.6988,2023-06-01,Sea,1509,1110.4,2023-06-07
1676,LITTLE HOPE,36.2894,-66.096,MARTIN,43.17,-101.7102,2024-06-01,Land,2971,7323.52,2024-06-23
1677,HERMOSA,43.9125,-93.6982,EAST MADRID,44.8869,-70.3573,2023-05-01,Sea,2583,5318.47,2023-05-26
1678,STARK,44.1981,-77.5438,STUYVESANT FALLS,42.3612,-73.7098,2024-06-01,Sea,6629,4428.82,2024-06-07
1679,PLEASANT GARDENS,32.01,-117.1568,DUCHESNE,40.0657,-110.5271,2024-08-01,Air,855,6937.6,2024-08-12
1680,DUNWOODIE,37.3,-79.7107,COOPERSTOWN GLADE AR,40.6634,-79.8829,2024-04-01,Sea,7645,460.07,2024-04-12
1681,PAOLA,41.2992,-99.36,BARSTOW,34.8922,-117.0007,2023-05-01,Land,2278,2312.36,2023-05-15
1682,DRIGGER XRDS,32.22,-91.21,WHITE CITY,37.9276,-87.5581,2025-02-01,Land,1971,6202.76,2025-02-17
1683,NOODLE,39.2649,-90.96,GORDON SPGS,34.85,-84.96,2024-05-01,Land,5022,8487.43,2024-05-06
1684,BALL PLAY,32.0499,-89.21,SCONTICUT NECK,41.6,-70.9,2024-08-01,Land,2437,3872.97,2024-08-09
1685,ALPHA,42.81,-75.98,BENKELMAN JONES ARPT,40.0232,-101.5442,2024-06-01,Sea,2046,2661.74,2024-06-18
1686,BRUNO,32.65,-101.95,PENSACOLA BEACH,30.3189,-87.161,2023-04-01,Land,4875,5235.49,2023-04-26
1687,WILLIS,36.8828,-119.7785,ROCKLAND,36.297,-86.656,2023-12-01,Sea,5332,6260.92,2023-12-22
1688,(DRO)DURANGO/LAPLATA,35.864,-94.85,BROWNVILLE,45.3,-69.03,2024-06-01,Sea,2553,4259.02,2024-06-07
1689,COUNCIL BAY,40.8218,-82.653,BRADY CURTIS ARPT,31.16,-99.33,2024-03-01,Air,154,8779.44,2024-03-04
1690,AUSTIN MABRY,45.26,-79.54,BRACKNEY,41.9784,-75.9786,2023-12-01,Sea,6912,5282.04,2023-12-30
1691,ARCO,40.15,-82.69,YORKVILLE,43.12,-75.28,2023-04-01,Sea,8680,454.65,2023-04-12
1692,WRANGELL,32.5634,-94.42,NORWALK,41.5,-93.64,2024-07-01,Air,1571,2308.23,2024-07-26
1693,KELLEY MILLS,35.684,-78.5993,FREEPORT,28.9285,-95.2913,2023-04-01,Land,1401,4561.41,2023-04-29
1694,KINGFISHER,38.6608,-81.1794,COUCH,36.6,-91.4,2023-03-01,Land,2748,7007.48,2023-03-19
1695,ST JAMES,34.49,-76.3743,BARFIELD,35.7996,-86.4352,2024-05-01,Sea,3662,2275.55,2024-05-26
1696,OGEMA,34.77,-93.6781,HOOKER,40.29,-122.32,2024-11-01,Air,558,9764.95,2024-11-12
1697,GUILDERLAND CENTER,35.45,-94.9109,LUCKNEY,32.37,-90.04,2024-08-01,Sea,5360,3253.73,2024-08-15
1698,PANORAMA CITY,41.3801,-82.542,ACORN LODGE,37.5115,-119.8951,2023-01-01,Sea,6240,5371.55,2023-01-17
1699,PARKWOOD,44.3,-83.11,DAYTON,42.42,-78.98,2023-04-01,Land,1324,287.77,2023-04-18
1700,MURRIETA,44.1619,-94.2715,FOURTH CROSSING,38.1125,-120.6052,2025-02-01,Air,2872,8860.42,2025-02-25
1701,NAGUABO,43.05,-103.83,PARKER,30.1449,-85.5765,2024-01-01,Sea,113,7909.46,2024-01-27
1702,SAN JUAN HOT SPGS,37.56,-90.5396,BARRETT,37.87,-81.69,2025-02-01,Land,3971,2035.03,2025-02-24
1703,NOTOM,38.5,-94.82,MURPHY,31.06,-83.84,2024-05-01,Sea,909,9339.04,2024-05-19
1704,(BRO)BROWNSVILLE ARP,40.8649,-88.0922,LINDCOVE,36.3441,-119.0564,2023-03-01,Land,1597,3226.81,2023-03-11
1705,BERLIN,30.07,-118.88,HOBBY,31.6666,-83.7046,2024-03-01,Air,2126,6952.64,2024-03-13
1706,VAN,35.0369,-119.9343,JACKSON,44.1377,-71.2045,2023-12-01,Sea,486,8207.87,2023-12-17
1707,NYOTA,29.5,-84.87,CEDARTOWN,34.0275,-85.247,2024-02-01,Air,6135,7435.05,2024-02-20
1708,POCAHONTAS,38.2091,-88.73,COWLES,40.2037,-98.5264,2024-04-01,Land,3707,9184.07,2024-04-06
1709,GULLIVER,30.3899,-75.7139,SAN SEBASTIAN,18.3363,-66.985,2024-05-01,Air,812,8656.32,2024-05-07
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19
1711,EVANSVILLE,37.71,-131.6652,CARRABELLE,29.86,-84.66,2024-09-01,Air,7264,1907.85,2024-09-17
1712,HARDING,40.4788,-76.08,HATFIELD,44.4127,-90.7559,2023-10-01,Sea,7634,3117.14,2023-10-30
1713,WARREN MORSE FLD ARP,38.0246,-76.8802,CHESTER,39.8478,-75.3527,2023-07-01,Land,4144,6398.64,2023-07-28
1714,BUTLER,38.6,-88.39,CLEARVIEW,35.4401,-96.2004,2023-03-01,Air,6644,7357.17,2023-03-27
1715,FAJARDO,36.4611,-108.9318,KILSYTH,37.8833,-81.1863,2025-02-01,Sea,4778,5392.59,2025-02-17
1716,GRAYSON,40.37,-89.63,CHASSELL,47.0124,-88.4644,2023-05-01,Land,9820,831.89,2023-05-19
1717,ELMDALE,36.09,-75.392,WINTHROP HARBOR,42.4906,-87.7789,2024-06-01,Land,3779,8431.79,2024-06-11
